SR_NO,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1970,NCZ54,14.65,Low Fat,0.083528446,Household,162.4552,OUT045,2002,Medium,Tier 2,Supermarket Type1,2274.3728
1971,FDW39,12.85764518,Regular,0.036731658,Meat,177.237,OUT027,1985,Medium,Tier 3,Supermarket Type3,4763.799
1972,FDI09,20.75,Regular,0.129337594,Seafood,238.188,OUT046,1997,Small,Tier 1,Supermarket Type1,5033.448
1973,NCO02,11.15,Low Fat,0,Others,65.0142,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120.5414
1974,DRF13,12.1,Low Fat,0.029827665,Soft Drinks,144.3444,OUT049,1999,Medium,Tier 1,Supermarket Type1,2612.5992
1975,FDK25,11.6,Regular,0.157718931,Breakfast,168.3474,OUT017,2007,Medium,Tier 2,Supermarket Type1,4548.0798
1976,FDZ38,17.6,Low Fat,0.008046275,Dairy,173.7422,OUT017,2007,Medium,Tier 2,Supermarket Type1,5863.0348
1977,NCQ42,12.85764518,Low Fat,0.068753558,Household,127.9678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356
1978,FDM14,12.85764518,Low Fat,0.013199737,Canned,108.9254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2713.135
1979,FDC20,10.65,Low Fat,0.023971463,Fruits and Vegetables,54.0272,OUT046,1997,Small,Tier 1,Supermarket Type1,447.4176
1980,FDW32,18.35,Regular,0.09468096,Fruits and Vegetables,86.2882,OUT018,2009,Medium,Tier 3,Supermarket Type2,1631.8758
1981,FDQ19,7.35,Regular,0.014394261,Fruits and Vegetables,241.3512,OUT045,2002,Medium,Tier 2,Supermarket Type1,5331.7264
1982,FDE08,18.2,Low Fat,0.049396364,Fruits and Vegetables,146.4734,OUT049,1999,Medium,Tier 1,Supermarket Type1,3563.3616
1983,FDC29,8.39,Regular,0.024243294,Frozen Foods,116.0176,OUT049,1999,Medium,Tier 1,Supermarket Type1,1603.2464
1984,FDV50,14.3,Low Fat,0.122469209,Dairy,121.973,OUT013,1987,High,Tier 3,Supermarket Type1,2709.806
1985,FDF11,10.195,Regular,0.017730951,Starchy Foods,239.8538,OUT017,2007,Medium,Tier 2,Supermarket Type1,4086.0146
1986,FDN09,14.15,Low Fat,0.035016754,Snack Foods,245.3828,OUT018,2009,Medium,Tier 3,Supermarket Type2,1705.7796
1987,DRG37,16.2,Low Fat,0.019417732,Soft Drinks,153.7972,OUT045,2002,Medium,Tier 2,Supermarket Type1,1402.1748
1988,NCV06,12.85764518,Low Fat,0.066358426,Household,195.2478,OUT027,1985,Medium,Tier 3,Supermarket Type3,7168.6686
1989,DRJ13,12.65,Low Fat,0.105265475,Soft Drinks,159.9578,OUT010,1998,Medium,Tier 3,Grocery Store,962.7468
1990,DRF25,12.85764518,Low Fat,0.038736754,Soft Drinks,37.319,OUT027,1985,Medium,Tier 3,Supermarket Type3,1281.665
1991,FDE53,10.895,Low Fat,0.044991876,Frozen Foods,107.228,OUT010,1998,Medium,Tier 3,Grocery Store,426.112
1992,FDS08,5.735,Low Fat,0.05696122,Fruits and Vegetables,176.337,OUT046,1997,Small,Tier 1,Supermarket Type1,1764.37
1993,FDO23,17.85,Low Fat,0.147255604,Breads,93.7436,OUT017,2007,Medium,Tier 2,Supermarket Type1,1701.7848
1994,FDT07,5.82,Regular,0.077319079,Fruits and Vegetables,255.433,OUT046,1997,Small,Tier 1,Supermarket Type1,4357.661
1995,NCX29,10,Low Fat,0.089135671,Health and Hygiene,146.9102,OUT035,2004,Small,Tier 2,Supermarket Type1,3207.8244
1996,FDG22,17.6,Regular,0.041373331,Snack Foods,38.119,OUT035,2004,Small,Tier 2,Supermarket Type1,732.38
1997,DRJ47,12.85764518,Low Fat,0.04403602,Hard Drinks,173.308,OUT027,1985,Medium,Tier 3,Supermarket Type3,6751.212
1998,FDL43,10.1,Low Fat,0.027041859,Meat,77.567,OUT013,1987,High,Tier 3,Supermarket Type1,306.268
1999,FDZ43,12.85764518,Regular,0.056782237,Fruits and Vegetables,241.2512,OUT027,1985,Medium,Tier 3,Supermarket Type3,8239.9408
2000,FDZ21,17.6,Regular,0.03922186,Snack Foods,97.241,OUT046,1997,Small,Tier 1,Supermarket Type1,193.082
2001,FDJ50,8.645,Low Fat,0.021581922,Canned,53.3982,OUT035,2004,Small,Tier 2,Supermarket Type1,1209.7586
2002,FDV35,19.5,Low Fat,0.128206001,Breads,155.9314,OUT046,1997,Small,Tier 1,Supermarket Type1,3878.285
2003,FDW56,7.68,Low Fat,0.071301323,Fruits and Vegetables,190.8162,OUT017,2007,Medium,Tier 2,Supermarket Type1,2693.8268
2004,DRL35,15.7,Low Fat,0.030765898,Hard Drinks,43.277,OUT045,2002,Medium,Tier 2,Supermarket Type1,649.155
2005,FDR01,5.405,Regular,0.053730029,Canned,199.0742,OUT045,2002,Medium,Tier 2,Supermarket Type1,4777.7808
2006,FDS24,20.85,Regular,0.062350672,Baking Goods,86.9514,OUT045,2002,Medium,Tier 2,Supermarket Type1,1416.8224
2007,NCL17,7.39,Low Fat,0.068163102,Health and Hygiene,140.4812,OUT017,2007,Medium,Tier 2,Supermarket Type1,2422.1804
2008,FDS13,6.465,Low Fat,0,Canned,263.1884,OUT018,2009,Medium,Tier 3,Supermarket Type2,2914.8724
2009,FDB59,18.25,Low Fat,0.015309885,Snack Foods,197.6084,OUT045,2002,Medium,Tier 2,Supermarket Type1,2380.9008
2010,FDW26,12.85764518,Regular,0.106538757,Dairy,222.3772,OUT027,1985,Medium,Tier 3,Supermarket Type3,1556.6404
2011,FDQ12,12.85764518,Low Fat,0.061999648,Baking Goods,230.001,OUT019,1985,Small,Tier 1,Grocery Store,689.103
2012,FDX59,10.195,Low Fat,0.051618281,Breads,31.9558,OUT013,1987,High,Tier 3,Supermarket Type1,373.5138
2013,FDL36,15.1,Low Fat,0.076505799,Baking Goods,91.583,OUT017,2007,Medium,Tier 2,Supermarket Type1,539.298
2014,FDQ55,13.65,Regular,0.013091186,Fruits and Vegetables,114.8834,OUT018,2009,Medium,Tier 3,Supermarket Type2,1612.5676
2015,FDV46,12.85764518,Low Fat,0.022074764,Snack Foods,141.418,OUT019,1985,Small,Tier 1,Grocery Store,559.272
2016,FDM28,12.85764518,Low Fat,0.079146113,Frozen Foods,181.466,OUT019,1985,Small,Tier 1,Grocery Store,179.766
2017,FDT40,5.985,Low Fat,0.096337184,Frozen Foods,125.2678,OUT017,2007,Medium,Tier 2,Supermarket Type1,763.0068
2018,DRJ11,9.5,Low Fat,0.142425145,Hard Drinks,189.9872,OUT010,1998,Medium,Tier 3,Grocery Store,756.3488
2019,FDD51,11.15,Low Fat,0,Dairy,44.7744,OUT045,2002,Medium,Tier 2,Supermarket Type1,181.0976
2020,NCT17,12.85764518,Low Fat,0.041663111,Health and Hygiene,188.6214,OUT027,1985,Medium,Tier 3,Supermarket Type3,6029.4848
2021,NCW17,18,Low Fat,0.019386234,Health and Hygiene,126.8994,OUT046,1997,Small,Tier 1,Supermarket Type1,3083.9856
2022,NCY29,12.85764518,Low Fat,0.135226962,Health and Hygiene,56.293,OUT019,1985,Small,Tier 1,Grocery Store,113.186
2023,DRH36,16.2,Low Fat,0,Soft Drinks,73.4696,OUT013,1987,High,Tier 3,Supermarket Type1,2087.9488
2024,FDB17,13.15,Low Fat,0.036729122,Frozen Foods,179.7976,OUT049,1999,Medium,Tier 1,Supermarket Type1,2535.3664
2025,NCA17,20.6,Low Fat,0.045380404,Health and Hygiene,148.4392,OUT013,1987,High,Tier 3,Supermarket Type1,1789.6704
2026,FDT27,11.395,Regular,0.069587171,Meat,234.6616,OUT046,1997,Small,Tier 1,Supermarket Type1,4687.232
2027,FDR32,6.78,Regular,0.08573655,Fruits and Vegetables,229.5694,OUT013,1987,High,Tier 3,Supermarket Type1,3425.541
2028,FDG41,8.84,Regular,0.076681143,Frozen Foods,110.7228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1657.842
2029,FDX25,16.7,Low Fat,0.102055777,Canned,184.0292,OUT046,1997,Small,Tier 1,Supermarket Type1,3101.2964
2030,FDG56,13.3,Regular,0.071856726,Fruits and Vegetables,63.2536,OUT017,2007,Medium,Tier 2,Supermarket Type1,1347.5792
2031,FDN16,12.6,Regular,0.063054947,Frozen Foods,102.399,OUT017,2007,Medium,Tier 2,Supermarket Type1,2270.378
2032,FDD47,7.6,Regular,0.142383847,Starchy Foods,172.3448,OUT035,2004,Small,Tier 2,Supermarket Type1,2556.672
2033,FDR12,12.6,Regular,0.03150851,Baking Goods,170.5764,OUT013,1987,High,Tier 3,Supermarket Type1,3779.0808
2034,FDS33,6.67,Regular,0.123620492,Snack Foods,90.0514,OUT049,1999,Medium,Tier 1,Supermarket Type1,1505.3738
2035,NCC55,10.695,Low Fat,0.06375108,Household,36.7848,OUT035,2004,Small,Tier 2,Supermarket Type1,782.9808
2036,FDA38,12.85764518,Low Fat,0.04461205,Dairy,241.1538,OUT019,1985,Small,Tier 1,Grocery Store,480.7076
2037,FDK44,16.6,Low Fat,0.122204371,Fruits and Vegetables,173.5738,OUT035,2004,Small,Tier 2,Supermarket Type1,1911.5118
2038,FDZ57,10,Regular,0.037764307,Snack Foods,127.2994,OUT046,1997,Small,Tier 1,Supermarket Type1,642.497
2039,NCN14,19.1,Low Fat,0.092437711,Others,185.2608,OUT017,2007,Medium,Tier 2,Supermarket Type1,1470.0864
2040,NCB06,17.6,Low Fat,0.137807013,Health and Hygiene,161.792,OUT010,1998,Medium,Tier 3,Grocery Store,159.792
2041,DRL01,19.5,Regular,0.077292302,Soft Drinks,235.3958,OUT049,1999,Medium,Tier 1,Supermarket Type1,6309.7866
2042,FDU10,10.1,Regular,0.045763062,Snack Foods,38.4848,OUT049,1999,Medium,Tier 1,Supermarket Type1,633.8416
2043,NCS38,8.6,Low Fat,0.090558833,Household,112.6176,OUT018,2009,Medium,Tier 3,Supermarket Type2,3091.9752
2044,FDQ16,19.7,Low Fat,0.041703666,Frozen Foods,109.1912,OUT013,1987,High,Tier 3,Supermarket Type1,1637.868
2045,FDS40,15.35,Low Fat,0.014098693,Frozen Foods,37.219,OUT017,2007,Medium,Tier 2,Supermarket Type1,805.618
2046,FDE36,5.26,Regular,0.042008667,Baking Goods,162.6868,OUT017,2007,Medium,Tier 2,Supermarket Type1,3767.0964
2047,FDV31,9.8,Low Fat,0.106933748,Fruits and Vegetables,175.337,OUT045,2002,Medium,Tier 2,Supermarket Type1,529.311
2048,NCD42,16.5,Low Fat,0.012663476,Health and Hygiene,39.3506,OUT045,2002,Medium,Tier 2,Supermarket Type1,645.1602
2049,FDT20,10.5,Low Fat,0.041387618,Fruits and Vegetables,40.1164,OUT035,2004,Small,Tier 2,Supermarket Type1,849.5608
2050,NCN19,13.1,Low Fat,0.012148836,Others,191.353,OUT018,2009,Medium,Tier 3,Supermarket Type2,1328.271
2051,FDW21,12.85764518,Regular,0.005935001,Snack Foods,98.8358,OUT027,1985,Medium,Tier 3,Supermarket Type3,2010.716
2052,FDF34,9.3,Regular,0.014047825,Snack Foods,196.5084,OUT045,2002,Medium,Tier 2,Supermarket Type1,4364.9848
2053,FDI28,14.3,Low Fat,0.026375082,Frozen Foods,79.6302,OUT045,2002,Medium,Tier 2,Supermarket Type1,792.302
2054,FDG44,12.85764518,Low Fat,0,Fruits and Vegetables,55.7298,OUT027,1985,Medium,Tier 3,Supermarket Type3,2804.3496
2055,DRF60,10.8,Low Fat,0.052174319,Soft Drinks,240.3564,OUT045,2002,Medium,Tier 2,Supermarket Type1,4290.4152
2056,FDQ36,12.85764518,Regular,0,Baking Goods,38.1848,OUT019,1985,Small,Tier 1,Grocery Store,37.2848
2057,FDP34,12.85,Low Fat,0.137786856,Snack Foods,157.763,OUT018,2009,Medium,Tier 3,Supermarket Type2,2659.871
2058,FDA20,6.78,Low Fat,0.066608487,Fruits and Vegetables,184.624,OUT035,2004,Small,Tier 2,Supermarket Type1,5406.296
2059,FDE41,9.195,Regular,0.064002068,Frozen Foods,85.5566,OUT035,2004,Small,Tier 2,Supermarket Type1,930.1226
2060,DRK47,7.905,Low Fat,0.06406438,Hard Drinks,229.2694,OUT046,1997,Small,Tier 1,Supermarket Type1,1826.9552
2061,FDY10,17.6,Low Fat,0.049345425,Snack Foods,115.4176,OUT017,2007,Medium,Tier 2,Supermarket Type1,1145.176
2062,FDI02,15.7,Regular,0.11521312,Canned,112.0202,OUT017,2007,Medium,Tier 2,Supermarket Type1,3150.5656
2063,FDE41,12.85764518,Regular,0,Frozen Foods,83.7566,OUT019,1985,Small,Tier 1,Grocery Store,253.6698
2064,FDZ52,19.2,Low Fat,0.099991245,Frozen Foods,112.7886,OUT013,1987,High,Tier 3,Supermarket Type1,1779.0176
2065,FDG50,7.405,Low Fat,0.015334003,Canned,92.7146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1185.7898
2066,DRL01,19.5,Regular,0.129170642,Soft Drinks,233.9958,OUT010,1998,Medium,Tier 3,Grocery Store,467.3916
2067,FDV48,9.195,Regular,0.051908824,Baking Goods,78.1644,OUT017,2007,Medium,Tier 2,Supermarket Type1,1414.1592
2068,FDR48,11.65,Low Fat,0.131770922,Baking Goods,151.1024,OUT045,2002,Medium,Tier 2,Supermarket Type1,1518.024
2069,NCD54,21.1,Low Fat,0.028984804,Household,146.1786,OUT013,1987,High,Tier 3,Supermarket Type1,3034.0506
2070,NCT54,8.695,Low Fat,0.120211747,Household,93.2094,OUT017,2007,Medium,Tier 2,Supermarket Type1,666.4658
2071,FDH02,7.27,Regular,0.02076385,Canned,89.0488,OUT013,1987,High,Tier 3,Supermarket Type1,181.0976
2072,NCD43,8.85,Low Fat,0.016006626,Household,105.6964,OUT013,1987,High,Tier 3,Supermarket Type1,210.3928
2073,FDE46,18.6,Low Fat,0.015766712,Snack Foods,152.9366,OUT035,2004,Small,Tier 2,Supermarket Type1,1662.5026
2074,NCO42,12.85764518,Low Fat,0.024536199,Household,144.6102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3791.0652
2075,FDR40,9.1,Regular,0.008046878,Frozen Foods,78.7618,OUT049,1999,Medium,Tier 1,Supermarket Type1,402.809
2076,FDG24,7.975,Low Fat,0.014653896,Baking Goods,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,749.025
2077,NCO17,10,Low Fat,0.073794811,Health and Hygiene,121.444,OUT017,2007,Medium,Tier 2,Supermarket Type1,2516.724
2078,FDF22,6.865,Low Fat,0.056830682,Snack Foods,214.0218,OUT046,1997,Small,Tier 1,Supermarket Type1,5556.7668
2079,FDC59,16.7,Regular,0.054618573,Starchy Foods,65.5168,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.6688
2080,NCY18,7.285,Low Fat,0.052141447,Household,174.9054,OUT010,1998,Medium,Tier 3,Grocery Store,525.3162
2081,DRE48,8.43,Low Fat,0.017360867,Soft Drinks,196.2768,OUT045,2002,Medium,Tier 2,Supermarket Type1,1576.6144
2082,FDV60,20.2,Regular,0.196438668,Baking Goods,194.611,OUT010,1998,Medium,Tier 3,Grocery Store,392.822
2083,FDB56,8.75,Regular,0.074743226,Fruits and Vegetables,187.6556,OUT049,1999,Medium,Tier 1,Supermarket Type1,5257.1568
2084,FDL20,12.85764518,Low Fat,0.127792701,Fruits and Vegetables,111.1886,OUT027,1985,Medium,Tier 3,Supermarket Type3,4447.544
2085,NCZ53,12.85764518,Low Fat,0.024358634,Health and Hygiene,190.4214,OUT027,1985,Medium,Tier 3,Supermarket Type3,5652.642
2086,DRM35,9.695,Low Fat,0.070431235,Hard Drinks,177.5344,OUT035,2004,Small,Tier 2,Supermarket Type1,3033.3848
2087,FDV16,7.75,Regular,0.082930699,Frozen Foods,35.2558,OUT046,1997,Small,Tier 1,Supermarket Type1,780.9834
2088,FDY19,19.75,Low Fat,0.041330512,Fruits and Vegetables,115.8466,OUT013,1987,High,Tier 3,Supermarket Type1,2474.7786
2089,FDY12,9.8,Regular,0.235354055,Baking Goods,50.8008,OUT010,1998,Medium,Tier 3,Grocery Store,101.2016
2090,FDM15,11.8,Regular,0.057746382,Meat,152.4366,OUT017,2007,Medium,Tier 2,Supermarket Type1,3929.5516
2091,FDP12,9.8,Regular,0.045337184,Baking Goods,36.8874,OUT049,1999,Medium,Tier 1,Supermarket Type1,564.5984
2092,FDT21,7.42,Low Fat,0.020374875,Snack Foods,248.0092,OUT013,1987,High,Tier 3,Supermarket Type1,1245.046
2093,DRE49,20.75,Low Fat,0.035568147,Soft Drinks,151.8024,OUT010,1998,Medium,Tier 3,Grocery Store,151.8024
2094,FDN16,12.6,Regular,0.062797771,Frozen Foods,103.999,OUT049,1999,Medium,Tier 1,Supermarket Type1,825.592
2095,FDE04,19.75,Regular,0.018096488,Frozen Foods,179.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,2696.49
2096,FDC51,10.895,Regular,0.009613854,Dairy,122.973,OUT013,1987,High,Tier 3,Supermarket Type1,1231.73
2097,FDO04,16.6,Low Fat,0.026645307,Frozen Foods,53.5614,OUT018,2009,Medium,Tier 3,Supermarket Type2,939.4438
2098,FDD41,6.765,Regular,0.087753682,Frozen Foods,105.3306,OUT017,2007,Medium,Tier 2,Supermarket Type1,2090.612
2099,FDI45,13.1,Low Fat,0.037657459,Fruits and Vegetables,175.8054,OUT045,2002,Medium,Tier 2,Supermarket Type1,2801.6864
2100,NCB18,12.85764518,Low Fat,0.041091215,Household,89.5514,OUT027,1985,Medium,Tier 3,Supermarket Type3,3364.9532
2101,FDW51,6.155,Regular,0.095195306,Meat,213.956,OUT017,2007,Medium,Tier 2,Supermarket Type1,2343.616
2102,NCK07,10.65,Low Fat,0.048686689,Others,164.1526,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.9786
2103,FDZ45,12.85764518,Low Fat,0.117091213,Snack Foods,197.9084,OUT019,1985,Small,Tier 1,Grocery Store,992.042
2104,FDB37,20.25,Regular,0.022940826,Baking Goods,241.8538,OUT046,1997,Small,Tier 1,Supermarket Type1,5768.4912
2105,FDZ60,20.5,Low Fat,0.119339241,Baking Goods,106.0596,OUT035,2004,Small,Tier 2,Supermarket Type1,970.7364
2106,FDN04,11.8,Regular,0.014075334,Frozen Foods,176.8344,OUT013,1987,High,Tier 3,Supermarket Type1,3568.688
2107,FDW47,15,Low Fat,0.046336634,Breads,120.0414,OUT013,1987,High,Tier 3,Supermarket Type1,3533.4006
2108,FDB17,13.15,Low Fat,0.036641589,Frozen Foods,180.7976,OUT013,1987,High,Tier 3,Supermarket Type1,6157.3184
2109,FDR56,15.5,Regular,0.101176316,Fruits and Vegetables,198.9768,OUT018,2009,Medium,Tier 3,Supermarket Type2,4729.8432
2110,FDU55,12.85764518,Low Fat,0.035737373,Fruits and Vegetables,260.6278,OUT027,1985,Medium,Tier 3,Supermarket Type3,9371.8008
2111,FDH40,11.6,Regular,0.079376029,Frozen Foods,81.7276,OUT017,2007,Medium,Tier 2,Supermarket Type1,1949.4624
2112,FDH05,14.35,Regular,0.091054989,Frozen Foods,231.8984,OUT049,1999,Medium,Tier 1,Supermarket Type1,4633.968
2113,FDX58,13.15,Low Fat,0.043852434,Snack Foods,182.695,OUT045,2002,Medium,Tier 2,Supermarket Type1,4211.185
2114,FDC51,10.895,Regular,0.009620042,Dairy,121.673,OUT035,2004,Small,Tier 2,Supermarket Type1,1970.768
2115,NCR05,10.1,Low Fat,0.054939848,Health and Hygiene,199.5084,OUT017,2007,Medium,Tier 2,Supermarket Type1,3372.9428
2116,DRH25,18.7,Low Fat,0.014675574,Soft Drinks,50.8324,OUT017,2007,Medium,Tier 2,Supermarket Type1,934.7832
2117,NCR53,12.15,Low Fat,0.14526636,Health and Hygiene,224.0404,OUT049,1999,Medium,Tier 1,Supermarket Type1,3375.606
2118,FDS04,10.195,Regular,0.146662938,Frozen Foods,138.6838,OUT046,1997,Small,Tier 1,Supermarket Type1,2388.2246
2119,FDC03,8.575,Regular,0.071786706,Dairy,193.3794,OUT013,1987,High,Tier 3,Supermarket Type1,780.3176
2120,FDP44,16.5,Regular,0.133424184,Fruits and Vegetables,102.2332,OUT010,1998,Medium,Tier 3,Grocery Store,102.5332
2121,FDK16,9.065,Low Fat,0.115799592,Frozen Foods,95.3094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1713.7692
2122,NCC30,16.6,Low Fat,0.027579198,Household,178.7344,OUT046,1997,Small,Tier 1,Supermarket Type1,1605.9096
2123,FDZ26,11.6,Regular,0.241055611,Dairy,238.5222,OUT010,1998,Medium,Tier 3,Grocery Store,717.0666
2124,NCO54,19.5,Low Fat,0.014332439,Household,57.1614,OUT018,2009,Medium,Tier 3,Supermarket Type2,1381.535
2125,NCP41,16.6,Low Fat,0.027133398,Health and Hygiene,106.2596,OUT010,1998,Medium,Tier 3,Grocery Store,215.7192
2126,DRE27,11.85,Low Fat,0.132876847,Dairy,98.0726,OUT049,1999,Medium,Tier 1,Supermarket Type1,1076.5986
2127,FDQ10,12.85,Low Fat,0.03315162,Snack Foods,170.6422,OUT013,1987,High,Tier 3,Supermarket Type1,2931.5174
2128,NCU42,9,Low Fat,0.019536981,Household,170.0474,OUT049,1999,Medium,Tier 1,Supermarket Type1,4211.185
2129,FDX43,5.655,Low Fat,0.085258864,Fruits and Vegetables,165.85,OUT035,2004,Small,Tier 2,Supermarket Type1,1830.95
2130,NCD19,8.93,Low Fat,0.013179388,Household,55.1614,OUT046,1997,Small,Tier 1,Supermarket Type1,939.4438
2131,NCI54,15.2,Low Fat,0.033592687,Household,108.1912,OUT035,2004,Small,Tier 2,Supermarket Type1,1856.2504
2132,FDS37,7.655,Low Fat,0.05346916,Canned,114.1492,OUT010,1998,Medium,Tier 3,Grocery Store,115.8492
2133,FDO25,12.85764518,Low Fat,0.126831854,Canned,209.027,OUT027,1985,Medium,Tier 3,Supermarket Type3,4613.994
2134,FDS57,15.5,Low Fat,0.103603094,Snack Foods,143.547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1431.47
2135,FDI52,18.7,Low Fat,0.104840884,Frozen Foods,122.1072,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.0288
2136,DRK12,9.5,Low Fat,0.042056944,Soft Drinks,31.89,OUT018,2009,Medium,Tier 3,Supermarket Type2,366.19
2137,FDG40,13.65,Low Fat,0.040049609,Frozen Foods,34.4558,OUT017,2007,Medium,Tier 2,Supermarket Type1,611.2044
2138,FDU49,19.5,Regular,0.03075661,Canned,86.254,OUT045,2002,Medium,Tier 2,Supermarket Type1,2163.85
2139,FDR49,8.71,Low Fat,0,Canned,46.5376,OUT013,1987,High,Tier 3,Supermarket Type1,575.2512
2140,FDF40,12.85764518,Regular,0.03941584,Dairy,247.8092,OUT019,1985,Small,Tier 1,Grocery Store,498.0184
2141,DRE03,19.6,Low Fat,0.024363939,Dairy,46.3718,OUT017,2007,Medium,Tier 2,Supermarket Type1,661.8052
2142,FDR55,12.85764518,Regular,0.131443921,Fruits and Vegetables,189.1872,OUT027,1985,Medium,Tier 3,Supermarket Type3,5294.4416
2143,NCU05,11.8,Low Fat,0.058725131,Health and Hygiene,82.3618,OUT035,2004,Small,Tier 2,Supermarket Type1,1208.427
2144,FDR36,6.715,Regular,0.122274118,Baking Goods,40.3454,OUT017,2007,Medium,Tier 2,Supermarket Type1,838.908
2145,NCM30,19.1,Low Fat,0.067239404,Household,39.6796,OUT013,1987,High,Tier 3,Supermarket Type1,660.4736
2146,FDH24,20.7,Low Fat,0.021464454,Baking Goods,156.6288,OUT049,1999,Medium,Tier 1,Supermarket Type1,3928.22
2147,DRO47,10.195,Low Fat,0.112681821,Hard Drinks,113.986,OUT018,2009,Medium,Tier 3,Supermarket Type2,452.744
2148,FDQ49,20.2,Regular,0.039469737,Breakfast,155.163,OUT017,2007,Medium,Tier 2,Supermarket Type1,782.315
2149,DRJ37,10.8,Low Fat,0.061101383,Soft Drinks,151.9024,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.6408
2150,NCJ42,19.75,Low Fat,0.014359584,Household,100.8332,OUT018,2009,Medium,Tier 3,Supermarket Type2,1537.998
2151,FDD05,19.35,Low Fat,0.016637301,Frozen Foods,120.9098,OUT049,1999,Medium,Tier 1,Supermarket Type1,1687.1372
2152,FDC39,7.405,Low Fat,0.159843921,Dairy,206.6296,OUT018,2009,Medium,Tier 3,Supermarket Type2,3115.944
2153,NCY06,15.25,Low Fat,0.061308889,Household,128.8968,OUT045,2002,Medium,Tier 2,Supermarket Type1,2348.9424
2154,NCS06,12.85764518,Low Fat,0.055566935,Household,263.591,OUT019,1985,Small,Tier 1,Grocery Store,262.991
2155,FDE16,8.895,Low Fat,0.026397141,Frozen Foods,207.8954,OUT045,2002,Medium,Tier 2,Supermarket Type1,3542.7218
2156,NCQ50,18.75,Low Fat,0.034307348,Household,215.2218,OUT046,1997,Small,Tier 1,Supermarket Type1,4701.8796
2157,FDX50,20.1,Low Fat,0.074627201,Dairy,110.3228,OUT046,1997,Small,Tier 1,Supermarket Type1,1768.3648
2158,NCL41,12.35,Low Fat,0.041973712,Health and Hygiene,35.7216,OUT017,2007,Medium,Tier 2,Supermarket Type1,519.324
2159,FDM58,16.85,Regular,0.080015028,Snack Foods,111.8544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1677.816
2160,FDH35,18.25,Low Fat,0.10084386,Starchy Foods,166.3526,OUT010,1998,Medium,Tier 3,Grocery Store,164.4526
2161,FDS50,17,Low Fat,0.055519561,Dairy,219.8114,OUT049,1999,Medium,Tier 1,Supermarket Type1,1108.557
2162,FDT09,12.85764518,Regular,0.012203915,Snack Foods,133.2284,OUT027,1985,Medium,Tier 3,Supermarket Type3,4350.3372
2163,FDR60,14.3,Low Fat,0.130946374,Baking Goods,76.7328,OUT018,2009,Medium,Tier 3,Supermarket Type2,1312.9576
2164,FDG22,17.6,Regular,0.041381156,Snack Foods,35.019,OUT046,1997,Small,Tier 1,Supermarket Type1,659.142
2165,FDL52,12.85764518,Regular,0.04586701,Frozen Foods,37.9506,OUT027,1985,Medium,Tier 3,Supermarket Type3,910.8144
2166,DRJ39,20.25,Low Fat,0.036474041,Dairy,218.3482,OUT018,2009,Medium,Tier 3,Supermarket Type2,2409.5302
2167,FDW45,18,Low Fat,0.039231652,Snack Foods,145.1418,OUT017,2007,Medium,Tier 2,Supermarket Type1,2648.5524
2168,NCQ38,16.35,Low Fat,0.013393537,Others,106.028,OUT045,2002,Medium,Tier 2,Supermarket Type1,1065.28
2169,FDB26,14,Regular,0.031444357,Canned,53.764,OUT017,2007,Medium,Tier 2,Supermarket Type1,798.96
2170,DRG48,5.78,Low Fat,0.014555066,Soft Drinks,145.2102,OUT046,1997,Small,Tier 1,Supermarket Type1,3062.0142
2171,FDH10,21,Low Fat,0.082526478,Snack Foods,191.8478,OUT010,1998,Medium,Tier 3,Grocery Store,774.9912
2172,FDP28,13.65,Regular,0.080765853,Frozen Foods,262.8936,OUT049,1999,Medium,Tier 1,Supermarket Type1,4958.8784
2173,FDJ44,12.3,Regular,0.17797002,Fruits and Vegetables,173.1396,OUT010,1998,Medium,Tier 3,Grocery Store,697.7584
2174,FDI07,12.35,Regular,0.03382933,Meat,196.9426,OUT045,2002,Medium,Tier 2,Supermarket Type1,2768.3964
2175,DRJ24,11.8,Low Fat,0.11397026,Soft Drinks,185.1924,OUT017,2007,Medium,Tier 2,Supermarket Type1,2591.2936
2176,DRL47,19.7,Low Fat,0.038729457,Hard Drinks,127.3362,OUT035,2004,Small,Tier 2,Supermarket Type1,755.0172
2177,FDP38,10.1,Low Fat,0.032075379,Canned,50.9008,OUT013,1987,High,Tier 3,Supermarket Type1,354.2056
